,adult,budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count
54,False,0,"Action, Adventure, Crime, Mystery, Romance",en,0.6,Beacon Productions,United States of America,1929-12-15,0,,After the Fog,0.0,0
55,False,0,Comedy,en,0.87,Goodtimes and Company,United States of America,1973-09-20,0,78,Arnold's Wrecking Company,4.0,1
56,False,0,"Comedy, Music",el,1.4,Finos Film,Greece,1963-01-10,0,89,Merikoi to Protimoun Kryo...,8.3,4
57,False,0,"Family, Comedy, TV Movie",de,1.453,ARD/Degeto Film,Germany,2009-12-19,0,,"Liebling, weck die Hühner auf",4.0,1
58,False,0,Music,en,0.627,First National Pictures,United States of America,1930-05-21,0,79,Bride of the Regiment,0.0,0
59,False,0,Drama,en,1.165,,United Kingdom,1967-08-24,0,97,The Man Outside,0.0,0
60,False,0,"Drama, Music, Romance",en,0.6,James Cruze Productions,United States of America,1930-04-13,0,75,Cock o' the Walk,0.0,0
61,False,0,"Drama, TV Movie",de,0.984,"MDR, Polyphon",Germany,2002-06-14,0,,Lilly unter den Linden,6.0,2
62,False,0,"Action, Adventure, Crime, Drama, Romance",en,1.416,Sono Art-World Wide Pictures,United States of America,1932-01-01,0,70,Devil on Deck,0.0,0
63,False,0,"Action, Adventure, Crime",en,0.888,W.T. Lackey Productions,United States of America,1932-11-15,0,70,Guilty or Not Guilty,0.0,0
64,False,0,,de,0.84,,,1952-01-01,0,,Lockende Sterne,0.0,0
65,True,0,"Crime, Thriller",en,0.84,"VCX, D.W.D. Productions, Unique Features",United States of America,1976-03-01,0,85,The Taking of Christina,4.0,1
66,False,0,"Adventure, Fantasy, Romance",en,0.6,First National Pictures,United States of America,1930-10-30,0,90,Kismet,0.0,0
67,False,0,,de,0.6,,,1974-05-16,0,,Der Lord von Barmbeck,0.0,0
68,False,0,Comedy,el,0.6,Kinimatografikos Organismos Hellas,Greece,1959-01-01,0,73,Father-in-Law With a Heart of Gold,6.0,2
69,False,0,,de,0.876,,,1979-11-22,0,,Lucky Star,0.0,0
70,False,0,"Fantasy, Romance",en,1.4,Andre Roosevelt and Armand Denis Productions,"United States of America, France",1932-01-12,0,48,Kriss,0.0,0
71,False,0,Comedy,en,0.629,Hal Roach Studios,United States of America,1934-05-19,0,20,Maid in Hollywood,0.0,0
72,False,0,Comedy,el,0.879,Karagiannis-Karatzopoulos,Greece,1970-01-01,0,90,"Natane to 13, napefte se mas!",6.0,1
73,False,0,Drama,en,0.6,Columbia Pictures,United States of America,1931-12-10,0,70,Men in Her Life,0.0,0
74,False,0,Drama,bg,1.34,"Bulgarofilm, Boyana Film",Bulgaria,1977-01-17,0,76,Czar and General,0.0,0
75,False,0,,bg,0.6,,Bulgaria,1967-02-22,0,96,The Longest Night,0.0,0
76,False,0,Documentary,sk,1.121,,Slovakia,1933-10-27,0,63,The Land Sings,5.0,1
77,False,0,"Drama, Romance",bg,0.919,"Bulgarofilm, Boyana Film",Bulgaria,1975-10-17,0,141,Doomed Souls,8.0,1
78,False,0,,bg,0.6,,,1981-06-22,0,165,Adaptation,0.0,0
79,True,0,,en,0.6,Staxus,,2013-04-24,0,80,A Toy Story,0.0,0
80,False,0,Drama,en,1.158,Universal Pictures,United States of America,1932-05-04,0,58,Night World,7.1,9
81,False,0,Comedy,el,1.4,Afoi Roussopoulloi,Greece,1966-08-14,0,96,Να Ζη Κανείς Ή Να Μη Ζη;,8.5,2
82,False,0,,en,0.673,,,2014-04-10,0,50,Teritorija. Vija Celmiņš,0.0,0
83,False,0,Drama,en,0.84,Fox Film Corporation,United States of America,1931-11-29,0,89,Over the Hill,9.0,1
84,False,10500000,"Drama, Western",da,11.632,"Spier Films, Forward Films, TrustNordisk, Zentropa Entertainments","Denmark, United Kingdom, South Africa, Sweden, Belgium",2014-05-22,42070000,92,The Salvation,6.4,437
85,False,0,"Animation, Documentary",en,0.846,,,2013-02-23,0,,3D Masterpieces Vol.2 Gerhard Mantz - Shadows of Paradise,0.0,0
86,False,0,"Drama, Music, Romance",en,0.662,Tiffany Productions,United States of America,1930-01-10,0,63,Peacock Alley,5.0,1
87,False,0,Comedy,el,0.84,Afoi Roussopouloi-G. Lazaridis - D. Sarris - K. Psarras,Greece,1967-01-01,0,95,Ο Ανακατωσούρας,8.0,1
88,False,0,Music,en,0.6,,,1979-04-22,0,41,ABBA Voulez-Vous Deluxe Edition,0.0,0
89,False,0,Drama,de,1.4,Wien Film,"Germany, Austria",1960-10-20,0,,Herr Puntila und sein Knecht Matti,0.0,0
90,False,0,Documentary,en,1.348,,,2014-04-23,0,120,American Blogger - The First Journey,0.0,0
91,True,0,,en,0.6,Staxus,,2013-03-01,0,83,Army Initiation,0.0,0
92,False,0,Comedy,el,0.6,Finos Film,Greece,1962-01-15,0,83,The Wise Guy,8.5,2
93,False,30000000,Comedy,en,12.151,Little Stranger,United States of America,2015-12-18,105011053,118,Sisters,5.9,942
94,False,0,"Crime, Drama",de,0.662,,Germany,1974-11-11,0,75,Paul,0.0,0
95,False,0,,en,0.673,,,1994-10-17,0,91,A Mother's Deception,5.0,1
96,False,0,Family,nl,0.6,,,2013-09-24,0,,Woezel En Pip - Alles Is Fijn Familiemusical,0.0,0
97,False,0,Documentary,sl,0.6,Studio Legen,Slovenia,2013-01-01,0,49,Karpotrotter,0.0,0
98,False,0,,en,0.841,,,2003-01-03,0,37,Time-Dilation Series,0.0,0
99,False,0,Documentary,en,0.6,,,2005-01-01,0,88,"Solomon Yogalates: firm, fit and flexible",0.0,0
100,False,0,Documentary,en,1.342,,,2005-01-01,0,71,Solomon Yogalates: for weight loss,0.0,0
101,False,0,"Drama, Crime, TV Movie",en,1.374,,,1995-09-19,0,96,Her Deadly Rival,3.0,1
102,False,0,,en,0.808,,,1993-10-31,0,120,House of Secrets,0.0,0
103,True,0,,cs,0.6,Bare Films,Czech Republic,2013-06-08,0,90,Bare B&B,0.0,0
104,False,0,,en,1.4,,,1996-01-21,0,240,Innocent Victims,5.0,1
105,False,0,"Romance, Comedy",ta,0.706,Ravi Prasad Productions,India,2014-04-25,0,143,Yennamo Yedho,5.5,2
106,False,0,"Drama, Music, Romance",en,1.32,,India,2014-04-25,0,140,Kaanchi: The Unbreakable,4.7,3
107,True,0,,en,0.6,Staxus,,2013-07-09,0,80,Bareback Boarders,0.0,0
108,False,0,"Comedy, Family",en,1.358,,,2014-04-19,0,,A Day Late and a Dollar Short,6.6,13
109,False,0,"Drama, TV Movie",en,0.84,,,1985-04-13,0,600,Space,0.0,0
110,False,0,"Comedy, Drama, Thriller",pa,1.369,,India,2014-04-25,0,220,Jatt James Bond,4.0,3
111,False,0,Comedy,it,0.627,"Eichberg-Film, SpA Cinematografica","Italy, Germany",1962-12-24,0,125,L'amore difficile,0.0,0
112,False,0,"TV Movie, Drama, Romance",en,0.6,,,1978-11-06,0,350,Edward & Mrs. Simpson,0.0,0
113,True,0,,en,0.6,Staxus,,2013-07-10,0,79,Bareback Boarders 2,0.0,0
114,True,0,,en,0.6,Staxus,,2013-07-24,0,80,Bareback Boarders 3,0.0,0
115,False,0,,en,0.6,,,1968-01-01,0,7,Match Your Mood,0.0,0
116,True,0,,en,0.6,Staxus,,2012-08-11,0,101,Bareback Cock Sliders,0.0,0
117,True,0,,en,0.6,Staxus,,2013-05-04,0,85,Dirty Games,0.0,0
118,False,0,"Thriller, TV Movie",en,1.419,"Multimedia Motion Pictures, Gimbel-Adelson Productions",United States of America,1994-01-10,0,90,Murder Between Friends,0.0,0
119,False,0,,en,1.718,,,1991-11-10,0,90,My Son Johnny,5.3,4
120,False,0,"Drama, Thriller, Crime",en,0.6,,United States of America,1992-11-22,0,96,Nightmare in the Daylight,6.0,1
121,False,0,"Horror, Documentary",en,1.091,"Oklahoma State Department of Health, University of Oklahoma",United States of America,1961-01-01,0,20,Time Out for Trouble,0.0,0
122,False,1,Documentary,en,0.6,,Mexico,2014-04-15,0,2,bretón / ocho meses,0.0,0
123,True,0,,en,0.6,Staxus,,2013-10-08,0,117,Dream Team,0.0,0
124,False,0,,en,0.6,,,1996-04-28,0,91,She Woke Up Pregnant,5.0,1
125,False,8000000,"Drama, Romance",en,0.82,,United States of America,1983-02-18,2439705,121,Table For Five,6.6,4
126,False,0,,en,0.6,,,1950-01-01,0,15,Delicious Dishes,0.0,0
127,False,0,,en,0.6,,,1997-02-23,0,92,The Ditchdigger's Daughters,0.0,0
128,True,0,,en,0.6,Staxus,,2012-06-20,0,95,German Sex Holiday 2,0.0,0
129,False,0,Documentary,en,0.84,,,1999-10-22,0,87,Pitch People,0.0,0
130,True,0,,en,0.6,Staxus,,2012-12-07,0,86,Hoodie Sluts,0.0,0
131,False,0,"Drama, TV Movie, History",en,1.34,,,1978-09-05,0,240,Disraeli,0.0,0
132,False,0,,de,0.844,,,2010-05-03,0,,"Lüg weiter, Liebling",0.0,0
133,False,0,"Drama, Thriller",de,1.153,,Germany,2008-09-15,0,,Die Lüge,5.5,2
134,False,0,"Comedy, TV Movie",en,0.961,"Mediaset, Palomar",Italy,1998-03-19,0,95,Amiche davvero!!,6.0,4
135,False,0,Documentary,en,0.6,LanternEye Productions,United States of America,2006-04-20,0,101,Millions: A Lottery Story,0.0,0
136,False,250000,Documentary,en,0.6,,,2003-03-02,0,60,I Was the King of Porn... The Adventurous Life of Lasse Braun,0.0,0
137,False,0,Documentary,en,0.916,Linas Films,United States of America,2006-04-24,0,93,Walking to Werner,0.0,0
138,False,0,Comedy,en,1.486,Indican Pictures,United States of America,2005-09-08,0,87,5150 Mall Cop,2.5,2
139,False,0,,en,0.6,,,,0,99,A Public Ransom,0.0,0
140,False,0,,de,1.4,,,1956-02-16,0,105,The Girl from Flanders,10.0,2
141,False,0,Drama,de,0.6,Central Cinema Company Film (CCC),Germany,1965-08-19,0,94,Mädchen hinter Gittern,0.0,0
142,False,0,"Romance, Drama, Fantasy",en,6.65,Hallmark Hall of Fame Productions,United States of America,2014-04-20,0,94,In My Dreams,6.5,117
143,False,0,,en,0.6,,United States of America,1979-01-01,0,90,Crimes Against Nature,0.0,0
144,False,0,,de,1.341,,,1956-10-24,0,,Das Mädchen Marion,0.0,0
145,False,0,,en,0.6,,,2005-09-01,0,94,High Octane: Detonate,0.0,0
146,False,0,Comedy,fr,0.6,France Univers-Film,France,1934-04-23,0,77,L'École des contribuables,10.0,1
147,False,0,"Comedy, Drama",it,0.661,"Ital-Noleggio Cinematografico, Reteitalia, Vega Film",Italy,1988-11-17,0,87,Zoo,6.0,1
148,False,0,Horror,en,0.915,,,1999-10-26,0,22,Sticks and Stones: Investigating the Blair Witch,0.0,0
149,False,0,,en,0.6,,,2010-01-01,0,6,Self Portrait as a PowerPoint Proposal for an Amusement Park Ride,0.0,0
150,False,0,,en,0.6,,,2012-12-01,0,7,A Proposal for a PowerPoint Presentation on Philip Guston's painting Evidence,0.0,0
151,False,0,"Comedy, Documentary, Romance",en,1.176,Ballet Diesel Films,United States of America,2007-07-12,0,84,Butch Jamie,6.0,3
152,False,0,Comedy,th,0.878,Sahamongkol Film International Co. Ltd.,Thailand,2014-01-30,0,106,4 Kings,6.0,1
153,False,0,,en,0.626,,,2009-07-28,0,21,Blaze the Pot Smoking Deer,2.0,1
154,False,0,"Action, Adventure, Science Fiction",ja,1.307,"Ishinomori Productions, Toei Company, Ltd.",Japan,1973-07-18,0,32,Kamen Rider V3 vs. Destron Mutants,0.0,0
155,False,0,,en,0.6,,,1981-10-14,0,,Le jardinier,0.0,0
156,False,0,,en,0.6,,,1982-03-10,0,,Josepha,0.0,0
157,False,0,Drama,fr,0.659,"Les Productions de la Guéville, 7 Films Cinéma",France,1982-06-05,0,,Qu'est-ce qui fait courir David?,5.0,2
158,False,370000,Thriller,ml,1.946,Universal Cinema,India,2014-04-19,0,149,1 by Two,6.3,6
159,False,0,Drama,en,1.4,Laforet Visuals,United States of America,2011-11-03,0,11,Möbius,7.5,1
160,False,0,"Crime, Drama, Adventure",en,0.742,Panamint Film,United States of America,1955-09-14,0,79,Bengazi,3.0,2
161,False,0,Drama,en,0.6,Minotaur Productions,United States of America,1971-04-07,0,80,Johnny Minotaur,0.0,0
162,False,0,,es,0.6,,Spain,1969-11-20,0,,Johnny Ratón,6.0,1
163,False,0,,en,0.6,,,1997-10-23,0,,The Merry Widow,0.0,0
164,False,0,"History, Documentary, Music",en,1.4,"Blakeway Productions, BBC, WNET / THIRTEEN, ARTE, Südwestrundfunk",United Kingdom,2009-09-06,0,60,How the Beatles Rocked the Kremlin,6.5,2
165,False,0,Comedy,de,0.6,Rat Pack Filmproduktion,Germany,2014-04-18,0,,The Incredible Kalk,4.3,2
166,False,0,Comedy,pt,0.914,"Cinedistri, Victor Éboli Produções Cinematográficas",Brazil,1973-01-01,0,86,O Libertino,0.0,0
167,False,0,Documentary,fr,0.682,"Histoire Video, TF1 Vidéo",France,2007-01-01,0,72,"Eva Braun, dans l'intimité d'Hitler",7.0,3
168,False,0,"Comedy, Romance",en,1.4,Paramount,United States of America,1930-10-18,0,79,Playboy of Paris,9.0,1
169,False,0,,en,0.6,,,2008-03-15,0,,Britten Peter Grimes,0.0,0
170,False,0,,ca,0.6,,Spain,2009-12-04,0,,Les dues vides d'Andrés Rabadán,5.0,1
171,False,0,"Comedy, Romance",en,0.823,Invincible Pictures Corp.,United States of America,1932-10-15,0,65,Slightly Married,6.0,1
172,False,0,"Comedy, Music, Drama, Romance",en,0.627,Columbia Pictures,United States of America,1934-03-10,0,71,Social Register,0.0,0
173,False,0,"Action, Drama",es,1.4,"Dorado Films S.A., Penta Films",Mexico,1980-01-31,0,,Amigo,0.0,0
174,False,0,"Crime, Mystery, Romance",en,0.877,Columbia Pictures,United States of America,1930-04-30,0,69,Soldiers and Women,0.0,0
175,False,0,,es,1.4,,Spain,,0,,"Flysch, Haitzen Hitza",0.0,0
176,False,0,,it,0.6,,,2014-04-24,0,,Lorenzo Jovanotti Cherubini - In questa notte fantastica,0.0,0
177,False,0,"Music, Western",en,0.915,Warner Bros. Pictures,United States of America,1930-03-15,0,82,Song of the West,0.0,0
178,False,0,Drama,en,1.181,"J.G. Bachmann Productions, King Motion Pictures",United States of America,1932-10-07,0,64,Strange Justice,0.0,0
179,False,40000000,"Action, Drama, Crime",en,9.852,"StudioCanal, Silver Pictures, Instituto de la Cinematografía y de las Artes Audiovisuales, Nostromo Pictures, Anton Capital Entertainment (ACE), Institut Català de les Empreses Culturals (ICEC), Prone Gunman, Prone Gunman A.I.E., Canal+, TF1 Films Production","France, Spain, United Kingdom, United States of America",2015-02-16,13644292,115,The Gunman,5.7,591
180,False,0,Drama,en,0.628,Paramount,United States of America,1931-05-01,0,83,Tarnished Lady,0.0,0
181,False,0,Drama,en,0.6,The Caddo Company,United States of America,1931-10-17,0,81,The Age for Love,0.0,0
182,False,0,Documentary,en,0.84,,"France, Greece",,0,63,The Adventure,0.0,0
183,False,0,Comedy,en,0.84,,United Kingdom,2014-05-30,0,95,Downhill,8.0,2
184,False,0,Comedy,de,0.6,,Germany,2005-11-21,0,,Nick Knatterton – Der Film,7.0,1
185,False,0,"Crime, Comedy",de,0.6,Deutsche Film Hansa,Germany,1959-01-15,0,89,Nick Knattertons Abenteuer,4.0,1
186,False,0,"History, Drama",de,1.126,"Mitteldeutscher Rundfunk, Provobis Film",Germany,1995-10-16,0,138,Nikolaikirche,0.0,0
187,False,0,"Thriller, Horror",en,1.899,Curiosity Films,United Kingdom,2009-09-23,0,10,Curiosity,3.8,6
188,False,0,,de,0.923,,,2006-08-23,0,,Die Nonne und der Kommissar,0.0,0
189,False,0,Music,en,0.628,,,2004-02-24,0,23,20th Century Masters: The Best of the Moody Blues,0.0,0
190,False,0,,de,1.092,,,2003-05-13,0,,Novaks Ultimatum,0.0,0
191,False,0,,hu,1.122,,,2006-01-01,0,143,FEKETEország,2.0,1
192,False,0,Science Fiction,en,0.611,,United States of America,2014-04-26,0,90,The Late Night Double Feature,0.0,0
193,False,0,"Action, Fantasy, Mystery, Horror",en,1.472,,Spain,2013-10-11,0,20,Sequence,7.1,8
194,False,0,Music,fr,0.6,,,2013-11-20,0,,Babymetal Live Legend I Apocalypse,6.5,3
195,True,0,,cs,0.6,"Sport Ladz, Staxus",Czech Republic,2013-04-25,0,92,Cockout!,0.0,0
196,False,0,,de,0.6,,,1961-09-28,0,,Nur der Wind,0.0,0
197,False,0,,de,0.6,,,1950-04-20,0,,Nur eine Nacht,0.0,0
198,False,0,Music,it,0.902,The Independent Film Channel Productions,Germany,2004-07-31,0,,Al Di Meola with Eszter Horgas & Orchestra - Carmen,3.8,2
199,False,0,"Music, Comedy",hu,0.697,"Magyar Televízió Müvelödési Föszerkesztöség (MTV), MAFILM Objektív Filmstúdió",Hungary,1982-05-06,0,81,Cha-Cha-Cha,8.0,2
200,False,0,Comedy,de,0.6,"Süddeutsche Filmproduktion, Bergland-Film GmbH","Germany, Austria",1955-08-02,0,,Die lieben Verwandten,0.0,0
201,False,0,Comedy,de,0.6,,Germany,1973-05-09,0,,Oh Jonathan – oh Jonathan!,6.0,1
202,False,0,,en,0.6,,"Hong Kong, Philippines",1983-01-01,0,91,Master Samurai,0.0,0
203,False,0,Documentary,en,0.6,National Geographic,,2012-01-01,0,,Danube: Europe's Amazon,0.0,0
204,False,0,Science Fiction,ja,1.281,"Toho Pictures, Inc.",Japan,1978-11-23,0,133,Blood Type: Blue,6.0,3
205,True,0,,en,0.6,Staxus,,2011-08-04,0,115,Bareback Bar Boys,0.0,0
206,False,0,,en,1.96,,,,0,60,KIM IL SUNG KIM JONG IL WORKING FOR THE PEOPLE,0.0,0
207,False,0,"Drama, Mystery, TV Movie",de,0.714,"Österreichischer Rundfunk, ZDF, Österreichische Telefilm","Austria, Germany",1969-08-31,0,75,Traumnovelle,8.5,2
208,False,0,Documentary,es,0.6,"Ultra Films, Instituto Mexicano de Cinematografía",Mexico,2007-01-16,0,120,My Life Inside,8.0,2
209,False,0,"Drama, Mystery",en,0.876,,,2012-10-22,0,31,I'm Really Scared When I Kill in My Dreams,5.0,1
210,False,0,"Action, Adventure, Science Fiction",ja,1.404,"Kadokawa Pictures, Toei Company, Ltd.",Japan,2014-05-24,0,110,Kikaider REBOOT,7.0,2
211,False,0,"Thriller, Action, Crime",en,1.555,"ZDF, SVT, Tre Vänner",Sweden,2007-11-28,0,,The Pyramid,6.0,4
212,False,0,"Drama, Music",de,0.6,"Trio-Film GmbH, Cine-Italia Film","Germany, Italy",1958-10-22,0,103,Vento di primavera,0.0,0
213,False,0,,de,0.677,,,1956-08-16,0,,Ohne Dich wird es Nacht,0.0,0
214,False,0,Comedy,de,0.84,Maris Film,Germany,1970-03-05,0,95,Slap in the Face,0.0,0
215,False,0,,it,1.123,,,2007-04-27,0,,Adriana et moi,2.0,1
216,True,0,,en,0.6,Staxus,,2012-10-28,0,90,Doubled Up!,0.0,0
217,False,0,"Mystery, Crime, Drama",it,0.916,Lux Film,Italy,1951-11-27,0,90,Appointment for Murder,0.0,0
218,False,0,"TV Movie, Drama, Documentary, History",de,0.676,"Bavaria Atelier, Westdeutscher Rundfunk",Germany,1971-07-19,0,210,Operation Walküre,0.0,0
219,False,0,,de,1.091,,,1940-12-20,0,,Operette,0.0,0
220,False,0,"Drama, Science Fiction",en,0.843,,,2008-09-09,0,70,Light and the Sufferer,0.0,0
221,False,0,Music,es,0.6,,Spain,2014-03-04,0,,Fito & Fitipaldis - En directo desde el Teatro Arriaga,4.3,2
222,False,0,,de,0.841,,,1963-07-31,0,,Orden für die Wunderkinder,0.0,0
223,True,0,,en,0.6,Staxus,,2013-04-29,0,85,Fantasy Football,0.0,0
224,False,0,"Comedy, Drama, Mystery",en,1.452,Strata Productions,United States of America,2001-04-01,0,92,Almost Salinas,0.0,0
225,False,0,,en,1.132,,,2014-04-12,0,20,They Came at Night,9.0,1
226,False,0,"Action, Adventure, Drama",fr,0.6,"Carthago Films S.a.r.l., Jadran Film, TF1 Films Production","France, Croatia",1984-02-15,0,100,The Horsemen of the Storm,6.0,1
227,False,0,"Crime, Thriller",en,1.683,Richard Wainwright Productions,United Kingdom,1938-03-17,0,80,Kate Plus Ten,0.0,0
228,False,0,,en,0.724,,,1985-10-23,0,,The Temptation of Isabelle,7.0,1
229,False,0,"Romance, Drama",ja,0.711,"Wilco Co., Beijing New Performance Film, Huaxia Film Distribution Company, Top Fun Entertainment",Japan,2012-03-22,0,100,Tokyo Newcomer,4.0,3
230,False,0,"Drama, Comedy",en,0.87,,France,1985-04-20,0,85,The Night Wears Suspenders,5.0,1
231,False,0,,en,0.84,,,1985-08-21,0,90,Strictement personnel,0.0,0
232,False,0,"Music, Drama",en,1.09,"Metropolitan Opera, Deutsche Grammophon",United States of America,1983-09-28,0,134,Donizetti Lucia di Lammermoor,0.0,0
233,False,0,,en,0.6,,,1985-09-18,0,,Bras de fer,9.5,1
234,False,0,,fr,0.876,,,1985-01-29,0,112,The Lady of Colours,0.0,0
235,False,0,Drama,fr,0.661,"Art Theatre Guild, Yoshimura-Gagnon (Québec)",Canada,1985-08-24,0,101,Pale Face,5.0,1
236,False,0,,en,0.6,,,1986-04-16,0,,Gardien de la nuit,5.0,1
237,False,0,Horror,en,0.6,,United States of America,2009-10-30,0,14,The Skin of Your Teeth,0.0,0
238,False,0,,fr,0.68,,France,1987-12-16,0,130,Engagements of the Heart,6.3,3
239,False,0,Adventure,fr,0.6,F.P.C. Productions,France,1987-12-16,0,,Cayenne Palace,0.0,0
240,False,0,,en,0.6,,,1987-12-09,0,,Ennemis intimes,0.0,0
241,False,0,"Crime, Thriller",es,0.6,,,2009-02-06,0,100,Paper Cemetery,3.0,2
